;Payment_Behaviour
2879;Low_spent_Small_value_payments
2880;High_spent_Medium_value_payments
2881;Low_spent_Small_value_payments
2882;Low_spent_Large_value_payments
2883;High_spent_Medium_value_payments
2884;Low_spent_Small_value_payments
2885;High_spent_Small_value_payments
2886;High_spent_Large_value_payments
2887;High_spent_Large_value_payments
2888;High_spent_Medium_value_payments
2889;High_spent_Small_value_payments
2890;Low_spent_Medium_value_payments
2891;Low_spent_Medium_value_payments
2892;High_spent_Small_value_payments
2893;High_spent_Medium_value_payments
2894;High_spent_Medium_value_payments
2895;High_spent_Large_value_payments
2896;Low_spent_Large_value_payments
2897;High_spent_Medium_value_payments
2898;Low_spent_Medium_value_payments
2899;Low_spent_Medium_value_payments
2900;High_spent_Large_value_payments
2901;Low_spent_Medium_value_payments
2902;Low_spent_Medium_value_payments
2903;Low_spent_Medium_value_payments
2904;Low_spent_Large_value_payments
2905;Low_spent_Small_value_payments
2906;Low_spent_Small_value_payments
2907;Low_spent_Large_value_payments
2908;High_spent_Medium_value_payments
2909;High_spent_Large_value_payments
2910;High_spent_Large_value_payments
2911;Low_spent_Medium_value_payments
2912;Low_spent_Small_value_payments
2913;High_spent_Small_value_payments
2914;High_spent_Medium_value_payments
2915;Low_spent_Small_value_payments
2916;High_spent_Medium_value_payments
2917;Low_spent_Medium_value_payments
2918;High_spent_Large_value_payments
2919;High_spent_Large_value_payments
2920;High_spent_Large_value_payments
2921;High_spent_Small_value_payments
2922;High_spent_Medium_value_payments
2923;High_spent_Large_value_payments
2924;High_spent_Large_value_payments
2925;High_spent_Medium_value_payments
2926;High_spent_Large_value_payments
2927;Low_spent_Medium_value_payments
2928;High_spent_Large_value_payments
2929;High_spent_Medium_value_payments
2930;High_spent_Small_value_payments
2931;High_spent_Medium_value_payments
2932;High_spent_Medium_value_payments
2933;Low_spent_Large_value_payments
2934;Low_spent_Small_value_payments
2935;Low_spent_Large_value_payments
2936;Low_spent_Small_value_payments
2937;Low_spent_Small_value_payments
2938;Low_spent_Large_value_payments
2939;Low_spent_Large_value_payments
2940;High_spent_Small_value_payments
2941;Low_spent_Large_value_payments
2942;High_spent_Medium_value_payments
2943;Low_spent_Small_value_payments
2944;High_spent_Medium_value_payments
2945;High_spent_Small_value_payments
2946;High_spent_Large_value_payments
2947;Low_spent_Large_value_payments
2948;High_spent_Medium_value_payments
2949;High_spent_Medium_value_payments
2950;High_spent_Medium_value_payments
2951;Low_spent_Medium_value_payments
2952;Low_spent_Small_value_payments
2953;High_spent_Medium_value_payments
2954;Low_spent_Medium_value_payments
2955;High_spent_Large_value_payments
2956;Low_spent_Small_value_payments
2957;Low_spent_Small_value_payments
2958;Low_spent_Small_value_payments
2959;Low_spent_Small_value_payments
2960;Low_spent_Small_value_payments
2961;Low_spent_Large_value_payments
2962;Low_spent_Small_value_payments
2963;Low_spent_Small_value_payments
2964;Low_spent_Large_value_payments
2965;Low_spent_Medium_value_payments
2966;Low_spent_Small_value_payments
2967;High_spent_Medium_value_payments
2968;Low_spent_Small_value_payments
2969;Low_spent_Small_value_payments
2970;Low_spent_Large_value_payments
2971;Low_spent_Medium_value_payments
2972;Low_spent_Small_value_payments
2973;Low_spent_Small_value_payments
2974;High_spent_Large_value_payments
2975;Low_spent_Large_value_payments
2976;High_spent_Small_value_payments
2977;High_spent_Medium_value_payments
2978;Low_spent_Medium_value_payments
2979;Low_spent_Medium_value_payments
2980;Low_spent_Large_value_payments
2981;High_spent_Medium_value_payments
2982;High_spent_Large_value_payments
2983;Low_spent_Small_value_payments
2984;Low_spent_Small_value_payments
2985;High_spent_Medium_value_payments
2986;High_spent_Small_value_payments
2987;High_spent_Medium_value_payments
2988;Low_spent_Small_value_payments
2989;Low_spent_Small_value_payments
2990;High_spent_Large_value_payments
2991;High_spent_Small_value_payments
2992;Low_spent_Small_value_payments
2993;Low_spent_Small_value_payments
2994;Low_spent_Small_value_payments
2995;Low_spent_Medium_value_payments
2996;High_spent_Medium_value_payments
2997;High_spent_Large_value_payments
2998;High_spent_Medium_value_payments
2999;Low_spent_Small_value_payments
3000;Low_spent_Large_value_payments
3001;Low_spent_Small_value_payments
3002;Low_spent_Small_value_payments
3003;Low_spent_Small_value_payments
3004;Low_spent_Small_value_payments
3005;High_spent_Large_value_payments
3006;Low_spent_Small_value_payments
3007;High_spent_Medium_value_payments
3008;High_spent_Medium_value_payments
3009;High_spent_Large_value_payments
3010;Low_spent_Small_value_payments
3011;Low_spent_Small_value_payments
3012;Low_spent_Small_value_payments
3013;Low_spent_Small_value_payments
3014;Low_spent_Medium_value_payments
3015;Low_spent_Small_value_payments
3016;Low_spent_Medium_value_payments
3017;Low_spent_Medium_value_payments
3018;Low_spent_Small_value_payments
3019;High_spent_Medium_value_payments
3020;High_spent_Medium_value_payments
3021;Low_spent_Small_value_payments
3022;Low_spent_Medium_value_payments
3023;Low_spent_Small_value_payments
3024;Low_spent_Small_value_payments
3025;Low_spent_Large_value_payments
3026;High_spent_Large_value_payments
3027;Low_spent_Small_value_payments
3028;Low_spent_Medium_value_payments
3029;High_spent_Small_value_payments
3030;High_spent_Medium_value_payments
3031;Low_spent_Large_value_payments
3032;High_spent_Medium_value_payments
3033;High_spent_Large_value_payments
3034;Low_spent_Small_value_payments
3035;Low_spent_Large_value_payments
3036;Low_spent_Medium_value_payments
3037;High_spent_Medium_value_payments
3038;Low_spent_Medium_value_payments
3039;High_spent_Small_value_payments
3040;Low_spent_Large_value_payments
3041;High_spent_Medium_value_payments
3042;Low_spent_Medium_value_payments
3043;High_spent_Medium_value_payments
3044;Low_spent_Large_value_payments
3045;Low_spent_Small_value_payments
3046;High_spent_Small_value_payments
3047;Low_spent_Large_value_payments
3048;High_spent_Large_value_payments
3049;Low_spent_Medium_value_payments
3050;High_spent_Large_value_payments
3051;High_spent_Medium_value_payments
3052;Low_spent_Medium_value_payments
3053;Low_spent_Small_value_payments
3054;Low_spent_Large_value_payments
3055;Low_spent_Small_value_payments
3056;High_spent_Medium_value_payments
3057;High_spent_Small_value_payments
3058;High_spent_Large_value_payments
3059;High_spent_Medium_value_payments
3060;Low_spent_Small_value_payments
3061;Low_spent_Small_value_payments
3062;High_spent_Large_value_payments
3063;Low_spent_Medium_value_payments
3064;Low_spent_Medium_value_payments
3065;Low_spent_Small_value_payments
3066;High_spent_Medium_value_payments
3067;High_spent_Medium_value_payments
3068;High_spent_Medium_value_payments
3069;High_spent_Medium_value_payments
3070;Low_spent_Small_value_payments
3071;High_spent_Large_value_payments
3072;Low_spent_Medium_value_payments
3073;High_spent_Small_value_payments
3074;High_spent_Small_value_payments
3075;High_spent_Medium_value_payments
3076;Low_spent_Medium_value_payments
3077;High_spent_Large_value_payments
3078;High_spent_Small_value_payments
3079;High_spent_Medium_value_payments
3080;Low_spent_Small_value_payments
3081;High_spent_Large_value_payments
3082;High_spent_Medium_value_payments
3083;High_spent_Small_value_payments
3084;Low_spent_Small_value_payments
3085;High_spent_Medium_value_payments
3086;Low_spent_Large_value_payments
3087;High_spent_Small_value_payments
3088;Low_spent_Small_value_payments
3089;Low_spent_Medium_value_payments
3090;Low_spent_Large_value_payments
3091;High_spent_Small_value_payments
3092;Low_spent_Small_value_payments
3093;High_spent_Medium_value_payments
3094;Low_spent_Medium_value_payments
3095;Low_spent_Medium_value_payments
3096;Low_spent_Medium_value_payments
3097;Low_spent_Small_value_payments
3098;High_spent_Medium_value_payments
3099;High_spent_Medium_value_payments
3100;Low_spent_Small_value_payments
3101;Low_spent_Medium_value_payments
3102;High_spent_Large_value_payments
3103;High_spent_Large_value_payments
3104;Low_spent_Small_value_payments
3105;Low_spent_Small_value_payments
3106;Low_spent_Small_value_payments
3107;Low_spent_Small_value_payments
3108;Low_spent_Small_value_payments
3109;High_spent_Medium_value_payments
3110;High_spent_Medium_value_payments
3111;High_spent_Medium_value_payments
3112;High_spent_Medium_value_payments
3113;Low_spent_Medium_value_payments
3114;High_spent_Large_value_payments
3115;High_spent_Large_value_payments
3116;High_spent_Medium_value_payments
3117;High_spent_Small_value_payments
3118;High_spent_Small_value_payments
3119;High_spent_Medium_value_payments
3120;Low_spent_Medium_value_payments
3121;High_spent_Medium_value_payments
3122;High_spent_Large_value_payments
3123;High_spent_Medium_value_payments
3124;High_spent_Medium_value_payments
3125;High_spent_Medium_value_payments
3126;High_spent_Medium_value_payments
3127;High_spent_Medium_value_payments
3128;Low_spent_Small_value_payments
3129;Low_spent_Small_value_payments
3130;High_spent_Medium_value_payments
3131;High_spent_Large_value_payments
3132;Low_spent_Small_value_payments
3133;Low_spent_Small_value_payments
3134;Low_spent_Large_value_payments
3135;High_spent_Small_value_payments
3136;Low_spent_Small_value_payments
3137;High_spent_Medium_value_payments
3138;High_spent_Large_value_payments
3139;High_spent_Large_value_payments
3140;Low_spent_Large_value_payments
3141;High_spent_Large_value_payments
3142;High_spent_Large_value_payments
3143;High_spent_Large_value_payments
3144;High_spent_Medium_value_payments
3145;High_spent_Small_value_payments
3146;High_spent_Medium_value_payments
3147;Low_spent_Medium_value_payments
3148;Low_spent_Small_value_payments
3149;Low_spent_Small_value_payments
3150;High_spent_Medium_value_payments
3151;Low_spent_Medium_value_payments
3152;Low_spent_Medium_value_payments
3153;High_spent_Medium_value_payments
3154;High_spent_Medium_value_payments
3155;High_spent_Medium_value_payments
3156;Low_spent_Small_value_payments
3157;Low_spent_Small_value_payments
3158;High_spent_Large_value_payments
3159;Low_spent_Small_value_payments
3160;High_spent_Large_value_payments
3161;Low_spent_Small_value_payments
3162;High_spent_Medium_value_payments
3163;Low_spent_Medium_value_payments
3164;High_spent_Small_value_payments
3165;Low_spent_Small_value_payments
3166;Low_spent_Small_value_payments
3167;High_spent_Medium_value_payments
3168;Low_spent_Small_value_payments
3169;Low_spent_Large_value_payments
3170;Low_spent_Small_value_payments
3171;Low_spent_Small_value_payments
3172;Low_spent_Small_value_payments
3173;Low_spent_Medium_value_payments
3174;Low_spent_Small_value_payments
3175;High_spent_Large_value_payments
3176;High_spent_Medium_value_payments
3177;Low_spent_Medium_value_payments
3178;High_spent_Large_value_payments
3179;Low_spent_Medium_value_payments
3180;High_spent_Large_value_payments
3181;Low_spent_Small_value_payments
3182;High_spent_Small_value_payments
3183;High_spent_Large_value_payments
3184;Low_spent_Medium_value_payments
3185;High_spent_Large_value_payments
3186;Low_spent_Small_value_payments
3187;High_spent_Small_value_payments
3188;Low_spent_Large_value_payments
3189;Low_spent_Medium_value_payments
3190;Low_spent_Medium_value_payments
3191;High_spent_Large_value_payments
3192;Low_spent_Small_value_payments
3193;High_spent_Large_value_payments
3194;High_spent_Large_value_payments
3195;High_spent_Large_value_payments
3196;High_spent_Medium_value_payments
3197;Low_spent_Small_value_payments
3198;High_spent_Medium_value_payments
3199;High_spent_Small_value_payments
3200;High_spent_Small_value_payments
3201;Low_spent_Large_value_payments
3202;Low_spent_Medium_value_payments
3203;High_spent_Medium_value_payments
3204;High_spent_Medium_value_payments
3205;Low_spent_Small_value_payments
3206;High_spent_Medium_value_payments
3207;High_spent_Large_value_payments
3208;High_spent_Small_value_payments
3209;Low_spent_Small_value_payments
3210;Low_spent_Medium_value_payments
3211;Low_spent_Small_value_payments
3212;Low_spent_Small_value_payments
3213;High_spent_Large_value_payments
3214;High_spent_Small_value_payments
3215;Low_spent_Small_value_payments
3216;Low_spent_Medium_value_payments
3217;High_spent_Medium_value_payments
3218;High_spent_Medium_value_payments
3219;Low_spent_Medium_value_payments
3220;Low_spent_Medium_value_payments
3221;High_spent_Small_value_payments
3222;High_spent_Large_value_payments
3223;Low_spent_Large_value_payments
3224;High_spent_Small_value_payments
3225;Low_spent_Medium_value_payments
3226;High_spent_Medium_value_payments
3227;High_spent_Small_value_payments
3228;Low_spent_Small_value_payments
3229;Low_spent_Small_value_payments
3230;Low_spent_Medium_value_payments
3231;High_spent_Small_value_payments
3232;High_spent_Small_value_payments
3233;Low_spent_Small_value_payments
3234;Low_spent_Large_value_payments
3235;High_spent_Medium_value_payments
3236;Low_spent_Small_value_payments
3237;Low_spent_Large_value_payments
3238;Low_spent_Medium_value_payments
3239;Low_spent_Small_value_payments
3240;Low_spent_Medium_value_payments
3241;Low_spent_Medium_value_payments
3242;High_spent_Medium_value_payments
3243;Low_spent_Medium_value_payments
3244;Low_spent_Medium_value_payments
3245;Low_spent_Small_value_payments
3246;Low_spent_Large_value_payments
3247;Low_spent_Small_value_payments
3248;High_spent_Small_value_payments
3249;Low_spent_Medium_value_payments
3250;Low_spent_Small_value_payments
3251;High_spent_Large_value_payments
3252;Low_spent_Small_value_payments
3253;High_spent_Medium_value_payments
3254;Low_spent_Small_value_payments
3255;High_spent_Small_value_payments
3256;High_spent_Small_value_payments
3257;Low_spent_Small_value_payments
3258;Low_spent_Small_value_payments
3259;Low_spent_Medium_value_payments
3260;Low_spent_Small_value_payments
3261;High_spent_Small_value_payments
3262;High_spent_Medium_value_payments
3263;High_spent_Large_value_payments
3264;High_spent_Medium_value_payments
3265;Low_spent_Small_value_payments
3266;High_spent_Medium_value_payments
3267;High_spent_Small_value_payments
3268;Low_spent_Medium_value_payments
3269;Low_spent_Medium_value_payments
3270;Low_spent_Small_value_payments
3271;Low_spent_Small_value_payments
3272;High_spent_Large_value_payments
3273;Low_spent_Large_value_payments
3274;High_spent_Large_value_payments
3275;Low_spent_Medium_value_payments
3276;High_spent_Medium_value_payments
